,logFC,logCPM,F,PValue,FDR
WBGene00044043,-3.401749725,0.299778793,20.9899858,4.1984708478746e-05,0.000106359
WBGene00006226,1.643336366,-0.515890635,21.08822803,4.20279695004565e-05,0.000106449
WBGene00015396,-0.826521894,2.050969025,20.99182933,4.20399016491979e-05,0.00010646
WBGene00022631,0.664392959,2.40282222,20.98888243,4.20754741195893e-05,0.000106531
WBGene00020917,0.990357434,4.36614991,20.98584249,4.21094402201225e-05,0.000106597
WBGene00284867,1.644106733,-0.249753214,21.05622201,4.22283901367808e-05,0.000106879
WBGene00003668,0.620035443,2.812522364,20.97243386,4.23108706115112e-05,0.000107068
WBGene00013124,0.451795317,4.802510502,20.96724026,4.2379559037723e-05,0.000107222
WBGene00022309,-0.539365983,3.531143768,20.95814869,4.25161448098624e-05,0.000107548
WBGene00013737,-0.29053707,5.644182014,20.95642093,4.2537973660563e-05,0.000107584
WBGene00006726,-0.5828675,4.21901123,20.95221908,4.26020406601647e-05,0.000107726
WBGene00015204,0.36397699,4.641875051,20.92843924,4.29524000131964e-05,0.000108592
WBGene00004897,0.26124692,7.730061648,20.91449023,4.31593795793961e-05,0.000109096
WBGene00020339,0.779544096,2.331516085,20.90952726,4.32482710804463e-05,0.0001093
WBGene00020878,1.281073059,0.426922137,20.92265143,4.33176137511107e-05,0.000109456
WBGene00020831,-0.29897483,7.452282491,20.90071607,4.33656184702869e-05,0.000109557
WBGene00003408,0.319193617,6.648812962,20.89731107,4.34167766821741e-05,0.000109666
WBGene00011566,1.180855705,0.67926188,20.90562888,4.34865497640579e-05,0.000109822
WBGene00023450,-0.596040539,3.194798423,20.89192259,4.35029776766223e-05,0.000109844
WBGene00016067,-0.520509268,3.727998778,20.89074743,4.351863651263e-05,0.000109863
WBGene00012282,0.868023255,2.023982916,20.87610255,4.37582113376688e-05,0.000110415
WBGene00021168,1.387024036,-0.200976379,20.94418129,4.37604499917247e-05,0.000110415
WBGene00005640,1.511902024,-0.879970646,20.85230871,4.37619800095849e-05,0.000110415
WBGene00004368,0.49138455,3.677517066,20.87417499,4.37691920900146e-05,0.000110415
WBGene00010283,-0.367761509,4.320332176,20.87329216,4.37814612824972e-05,0.000110426
WBGene00004803,0.494870016,3.368384684,20.86572223,4.38986433235545e-05,0.000110686
WBGene00007501,-0.620604682,2.86844215,20.86580261,4.39003810307791e-05,0.000110686
WBGene00009582,0.386897919,4.299727914,20.86102019,4.3967894552265e-05,0.000110836
WBGene00001171,0.343711712,4.886128707,20.85338141,4.40826928207857e-05,0.000111105
WBGene00018963,-0.217572381,9.03405949,20.84963355,4.41395498887169e-05,0.000111228
WBGene00007984,0.349264849,5.063646145,20.83934792,4.42973457599793e-05,0.000111605
WBGene00004477,-0.263921835,11.7369824,20.82589677,4.45041094822794e-05,0.000112106
WBGene00020555,1.596192846,-0.088774096,20.88672989,4.4666434996509e-05,0.000112494
WBGene00000259,0.281348709,5.335658726,20.80710546,4.47951059385336e-05,0.000112798
WBGene00018634,-0.467293011,2.773795737,20.79473308,4.49957511946191e-05,0.000113283
WBGene00011164,-1.100481591,1.578523276,20.79646763,4.50045792538336e-05,0.000113284
WBGene00017879,1.136465163,-0.22725174,20.87405593,4.50306363782562e-05,0.00011331
WBGene00004175,-0.465189752,4.850146422,20.79195681,4.50312461617068e-05,0.00011331
WBGene00006075,1.209261512,0.185636978,20.81847052,4.53620482076485e-05,0.000114122
WBGene00020374,0.550310689,3.070015075,20.77013404,4.53791179497292e-05,0.000114144
WBGene00020128,0.837481199,7.016206013,20.75546095,4.56046846921212e-05,0.000114691
WBGene00015621,0.544460295,3.535058979,20.75360589,4.56379021059573e-05,0.000114753
WBGene00013901,0.997375652,6.441782277,20.74165386,4.58238080458071e-05,0.0001152
WBGene00011556,-0.641882425,3.012322373,20.74008768,4.58553214718951e-05,0.000115258
WBGene00009993,-0.299708398,7.915793489,20.71370918,4.62705018842817e-05,0.000116281
WBGene00019361,-0.371717607,5.523673169,20.69748383,4.65321208473386e-05,0.000116917
WBGene00009429,1.453776816,1.409200176,20.70517394,4.659292610249e-05,0.000117048
WBGene00004949,0.332762199,5.400447197,20.68640945,4.67115245400509e-05,0.000117325
WBGene00011538,-0.673692089,4.390890395,20.6854924,4.67282065568775e-05,0.000117346
WBGene00017916,-0.565679923,2.885620807,20.68348971,4.67662750861166e-05,0.00011742
WBGene00018035,0.545438654,2.975656018,20.67612174,4.68855159971282e-05,0.000117698
WBGene00020936,-0.320719841,5.626531083,20.66847994,4.70034487085298e-05,0.000117973
WBGene00009163,-0.449251688,4.565168378,20.6668383,4.70315267303125e-05,0.000118022
WBGene00001608,1.88525766,-0.555099323,20.7608589,4.71659875127349e-05,0.00011832
WBGene00007707,0.240829087,6.047072239,20.65845825,4.71674330970233e-05,0.00011832
WBGene00008670,-0.288615984,5.719210296,20.6320059,4.76033171601797e-05,0.000119392
WBGene00019647,-0.424398841,4.575980606,20.61828787,4.78322863304402e-05,0.000119944
WBGene00008309,0.792528803,1.796750636,20.61109713,4.79813788854535e-05,0.000120296
WBGene00001386,-0.674026734,5.844084299,20.58011267,4.8470697573996e-05,0.000121501
WBGene00018154,-0.290597918,5.586067027,20.5791866,4.84863552650201e-05,0.000121519
WBGene00022474,0.463455019,4.211929298,20.57736777,4.85194313493518e-05,0.000121579
WBGene00000778,-0.912317035,2.145553694,20.57434047,4.85883941961755e-05,0.00012173
WBGene00013808,-0.229939233,6.987028583,20.56209987,4.87755886828942e-05,0.000122177
WBGene00011867,-0.294339432,9.16191027,20.55968341,4.8816637511652e-05,0.000122258
WBGene00001805,-1.08039109,0.931752178,20.54576966,4.91651434764905e-05,0.000123108
WBGene00010621,-1.727086417,3.847247889,20.5264457,4.9388989506158e-05,0.000123647
WBGene00007704,-0.421561914,3.611635161,20.50995295,4.96736606407621e-05,0.000124337
WBGene00009100,0.341713349,4.911579526,20.47264774,5.0320458118635e-05,0.000125933
WBGene00016632,-0.44980885,3.570667942,20.46327215,5.0489048695545e-05,0.000126332
WBGene00012778,1.046135815,0.996087712,20.45912513,5.07015356330162e-05,0.000126841
WBGene00018241,0.68077985,1.819744561,20.45153084,5.07225632441e-05,0.000126871
WBGene00004320,-0.337439902,6.077816073,20.44541162,5.08006731470211e-05,0.000127043
WBGene00016920,-0.580810747,4.620191683,20.44112526,5.0878057682205e-05,0.000127214
WBGene00001690,-1.104719552,1.489680126,20.4431735,5.08932275025366e-05,0.000127228
WBGene00012271,-1.675273366,-0.202447351,20.48851403,5.10577877345559e-05,0.000127617
WBGene00012538,1.553493751,5.596413923,20.43021664,5.10709242933447e-05,0.000127627
WBGene00021661,-0.805734825,2.961723521,20.42620395,5.11500326221917e-05,0.000127801
WBGene00021279,-3.634380809,0.939168205,20.41892638,5.12356728770673e-05,0.000127992
WBGene00013425,0.491011068,3.000114254,20.41849545,5.12872037319511e-05,0.000128098
WBGene00001186,-0.518182981,5.886415356,20.41261014,5.13857240064792e-05,0.000128321
WBGene00004064,0.455352861,5.207745576,20.40663368,5.14932011523042e-05,0.000128549
WBGene00008834,0.839861756,1.593834419,20.40887043,5.14956190249939e-05,0.000128549
WBGene00000161,-0.287209615,7.166799423,20.40317113,5.15553196942428e-05,0.000128675
WBGene00007295,0.930930437,0.660413031,20.40569704,5.17056182226811e-05,0.000129027
WBGene00002297,-0.489799847,4.425096583,20.39060708,5.17840984154358e-05,0.000129199
WBGene00006620,-0.874411762,4.075884209,20.38972271,5.18012510503899e-05,0.000129219
WBGene00016273,-1.824435834,-0.169549142,20.40964143,5.23815469221407e-05,0.000130643
WBGene00001682,-0.308547087,6.492812091,20.35697626,5.23941991093005e-05,0.000130651
WBGene00009969,0.902418817,2.636520133,20.33772203,5.2761571922207e-05,0.000131543
WBGene00004427,-0.219054625,11.69379631,20.32047811,5.30670903419183e-05,0.000132281
WBGene00009769,0.333069135,4.121619873,20.31958643,5.30865332836844e-05,0.000132306
WBGene00001132,-0.303398486,6.801763584,20.30683313,5.33210165547972e-05,0.000132866
WBGene00012116,0.832010763,1.50292812,20.30029566,5.34923495203765e-05,0.000133269
WBGene00023487,-0.463916355,3.251670208,20.28550798,5.37260601272375e-05,0.000133827
WBGene00007549,-0.614295533,6.135832725,20.26699588,5.40696791896249e-05,0.000134659
WBGene00022682,-0.495338682,2.530316853,20.25447411,5.4319818444798e-05,0.000135258
WBGene00004760,-0.199928528,7.840438841,20.23757828,5.46295365986183e-05,0.000136004
WBGene00000863,-0.367386785,4.952877056,20.22745583,5.48238913565061e-05,0.000136464
WBGene00010040,0.244800805,5.438499017,20.21798986,5.50058894260704e-05,0.000136892
WBGene00000974,1.122145618,0.153872464,20.23603792,5.52891867960497e-05,0.000137572
WBGene00003546,-1.184215793,1.123413186,20.20808061,5.53047827274177e-05,0.000137587
WBGene00001785,2.375982624,-0.179788857,20.10761299,5.55263159102043e-05,0.000138113
WBGene00001752,-1.455897713,5.634485768,20.18566074,5.56329932909512e-05,0.000138348
WBGene00016218,0.688896856,4.104891718,20.18539932,5.56406477535911e-05,0.000138348
WBGene00004274,-0.214699444,8.800935456,20.14900153,5.63525627718635e-05,0.000140068
WBGene00009650,-0.357516856,4.56622281,20.14906725,5.63527282681488e-05,0.000140068
WBGene00017823,1.410351663,0.01604413,20.19005662,5.65637773947072e-05,0.000140567
WBGene00020798,-0.380884119,5.053984855,20.1367486,5.65956308669983e-05,0.000140621
WBGene00017372,-0.336729638,6.985409289,20.11852972,5.6958466265149e-05,0.000141497
WBGene00015631,0.76154909,1.733914546,20.11874491,5.69930580939066e-05,0.000141558
WBGene00007366,1.088638334,0.573994338,20.12039018,5.72091571260614e-05,0.000142069
WBGene00022627,1.137857557,0.217053783,20.12611659,5.73328015252034e-05,0.000142351
WBGene00018615,0.601762612,2.129875713,20.09863267,5.7380237129944e-05,0.000142443
WBGene00019368,-1.523102243,5.084180477,20.08423304,5.76493819133053e-05,0.000143073
WBGene00044654,0.895426944,1.114946744,20.08850674,5.76547362014064e-05,0.000143073
WBGene00000677,0.499842447,8.939571594,20.08253571,5.76829768857592e-05,0.000143117
WBGene00011119,-0.644887312,6.726534823,20.08056517,5.77229493388558e-05,0.000143191
WBGene00015207,-0.300317751,5.384673384,20.07420136,5.78522820651515e-05,0.000143486
WBGene00003404,0.335258446,7.174836086,20.06875686,5.79629060191122e-05,0.000143735
WBGene00016182,-0.480472331,3.421477205,20.06633317,5.8017462247696e-05,0.000143844
WBGene00006655,0.352952638,3.854900219,20.06383575,5.80668024081783e-05,0.000143941
WBGene00009443,-0.873105286,1.856073269,20.06233475,5.81264208594573e-05,0.000144063
WBGene00019153,0.953563774,2.097910261,20.04680003,5.84391474413615e-05,0.000144812
WBGene00020445,0.573303679,3.270011497,20.03706792,5.86185928290853e-05,0.000145231
WBGene00013669,-0.467717666,3.299305067,20.02271359,5.89145309470614e-05,0.000145938
WBGene00013433,-0.661754685,2.25109692,20.02172991,5.89486191878008e-05,0.000145996
WBGene00019628,0.29221674,6.213492868,20.02010924,5.89627002959651e-05,0.000146005
WBGene00008118,-0.567792573,2.927119751,20.01924902,5.89892081743533e-05,0.000146044
WBGene00000996,-0.331782586,6.182105766,20.01468648,5.90752679056636e-05,0.000146212
WBGene00045403,-0.705885433,2.640890964,20.0151415,5.90780811287686e-05,0.000146212
WBGene00016973,-1.367544152,1.454927713,20.01562487,5.91220783861569e-05,0.000146295
WBGene00010130,-0.246628305,8.576090817,20.002952,5.93195594719678e-05,0.000146757
WBGene00012643,0.338213947,4.919545517,19.99993028,5.93830240122476e-05,0.000146888
WBGene00001131,0.268159875,8.436532797,19.99036802,5.95827805310511e-05,0.000147356
WBGene00004258,0.493491901,9.20354299,19.97794839,5.98437668592142e-05,0.000147975
WBGene00016016,1.640663552,-0.756160357,20.08714066,5.9910101570171e-05,0.000148113
WBGene00011068,-0.348113124,4.367072043,19.97221827,5.9967159487667e-05,0.000148227
WBGene00018624,-1.031332768,2.360966248,19.97161393,5.99974910223012e-05,0.000148276
WBGene00009974,0.474092591,6.319471252,19.96025566,6.02176896777385e-05,0.000148793
WBGene00017763,-0.313416121,6.003437286,19.95845085,6.02559909594674e-05,0.000148861
WBGene00004490,-0.454318544,9.419413303,19.95478654,6.03337107898853e-05,0.000149027
WBGene00022193,-0.302837448,4.903553332,19.94871957,6.04630759831857e-05,0.00014932
WBGene00002062,-0.431086803,3.726572427,19.93477693,6.07644211398659e-05,0.000150037
WBGene00004256,-0.429744192,5.573480465,19.92886065,6.08872676912463e-05,0.000150314
WBGene00014230,-0.3584001,3.554217056,19.92139748,6.10521708199702e-05,0.000150694
WBGene00017814,0.810033915,3.217841251,19.91185825,6.12599462068436e-05,0.00015118
WBGene00008930,-0.650025971,2.251746486,19.91163762,6.12775846139302e-05,0.000151196
WBGene00022832,-0.310681101,5.271165111,19.9068567,6.13612248401686e-05,0.000151376
WBGene00011082,0.848838586,1.11547103,19.90587916,6.14898759379393e-05,0.000151666
WBGene00004856,0.507132825,4.205584338,19.88809951,6.17710396112197e-05,0.000152333
WBGene00022380,-0.300311995,5.992053607,19.87565105,6.20398272071209e-05,0.000152968
WBGene00020698,1.088151473,0.822906376,19.85734573,6.26693578957667e-05,0.000154493
WBGene00006454,0.877968897,1.363170324,19.84965892,6.26895334418973e-05,0.000154515
WBGene00017973,0.560678982,2.846040385,19.83385977,6.29711914617439e-05,0.000155182
WBGene00013804,-0.331036415,5.156579679,19.82710313,6.31116694125536e-05,0.0001555
WBGene00007892,0.438698185,3.616800769,19.81779738,6.33237479114418e-05,0.000155995
WBGene00010722,0.67276718,4.730063847,19.80877185,6.35222777565195e-05,0.000156456
WBGene00010515,-0.644416796,2.359801054,19.80337581,6.366173306029e-05,0.000156772
WBGene00017974,-0.253734093,4.868053151,19.78996171,6.39448129063902e-05,0.000157441
WBGene00016203,-0.332475778,4.642084394,19.78628224,6.40288299501063e-05,0.00015762
WBGene00007347,0.686309972,4.082727504,19.78527614,6.40537814782221e-05,0.000157653
WBGene00010383,-0.372773841,4.469483814,19.77573573,6.42688555999027e-05,0.000158155
WBGene00002146,0.330781944,5.264895022,19.77332624,6.43215100058894e-05,0.000158256
WBGene00001755,1.568899603,7.962708914,19.77014804,6.43935734551154e-05,0.000158405
WBGene00007687,-0.638035802,2.774980611,19.76411827,6.45420454210563e-05,0.000158742
WBGene00009094,-1.098179958,4.967941815,19.75380306,6.47674272792683e-05,0.000159268
WBGene00011110,-0.244510067,6.932781582,19.75082058,6.48348692699746e-05,0.000159406
WBGene00022750,0.276708088,6.145751097,19.74901885,6.48762106361951e-05,0.000159479
WBGene00015632,-0.490726709,6.176141837,19.73835994,6.51211001117618e-05,0.000160053
WBGene00012869,0.502205783,3.629141017,19.73607668,6.51782860649818e-05,0.000160165
WBGene00011375,-0.298901777,5.10059067,19.72690953,6.53854686902904e-05,0.000160646
WBGene00045397,0.795394308,2.894141066,19.72446311,6.54523422479994e-05,0.000160781
WBGene00014198,0.877386897,2.339321096,19.72195311,6.55193600764054e-05,0.000160917
WBGene00008783,0.51547218,4.687482297,19.71369871,6.56926080552235e-05,0.000161314
WBGene00013405,-0.776033939,3.077290399,19.71222748,6.57338005008075e-05,0.000161387
WBGene00001808,-0.65553897,3.159824724,19.70580732,6.5882425693203e-05,0.000161708
WBGene00009953,0.475305527,4.10914059,19.70539955,6.58878437968698e-05,0.000161708
WBGene00003903,-0.224555375,7.914319591,19.70032354,6.6002896634196e-05,0.000161961
WBGene00015822,1.104466504,0.632420599,19.70764956,6.60800087743488e-05,0.000162122
WBGene00014002,1.158671606,0.775909688,19.68565296,6.65472320422858e-05,0.000163239
